customer_id,claim_id,policy_id,claim_date,incident_type,fault_status,claim_amount,settlement_amount,claim_status,reported_by,injury_involved,repair_shop
CUST000243,CLM000243,POL001394,22/08/2022,Theft,At Fault,7089,6655,Closed,Policyholder,Yes,Customer Choice
CUST000244,CLM000244,POL000950,12/03/2023,Vandalism,Disputed,7947,0,Open,Policyholder,No,Approved Network
CUST000245,CLM000245,POL001461,18/03/2022,Collision,Not At Fault,20868,18797,Closed,Policyholder,Yes,Approved Network
CUST000246,CLM000246,POL000207,20/05/2023,Collision,Not At Fault,20771,19463,Closed,Police,No,Approved Network
CUST000247,CLM000247,POL001073,26/02/2023,Collision,At Fault,839,731,Closed,Third Party,No,Approved Network
CUST000248,CLM000248,POL000544,26/10/2023,Theft,Not At Fault,21705,18901,Closed,Policyholder,No,Approved Network
CUST000249,CLM000249,POL000129,10/09/2021,Theft,Disputed,20665,18460,Closed,Policyholder,No,Approved Network
CUST000250,CLM000250,POL001471,29/08/2021,Hail,At Fault,20474,20316,Closed,Third Party,No,Approved Network
CUST000251,CLM000251,POL000614,04/09/2023,Flood,At Fault,5630,5023,Closed,Policyholder,No,Customer Choice
CUST000252,CLM000252,POL000035,06/10/2023,Other,At Fault,24575,24145,Closed,Policyholder,No,Customer Choice
CUST000253,CLM000253,POL000819,15/09/2021,Hail,At Fault,24199,19487,Closed,Policyholder,Yes,Approved Network
CUST000254,CLM000254,POL000199,31/08/2021,Collision,At Fault,8233,7848,Closed,Policyholder,No,Write Off
CUST000255,CLM000255,POL000077,28/03/2023,Collision,At Fault,13610,0,Open,Policyholder,No,Approved Network
CUST000256,CLM000256,POL000369,17/06/2021,Theft,Disputed,5549,0,Open,Third Party,No,Approved Network
CUST000257,CLM000257,POL000833,22/02/2023,Collision,Not At Fault,10818,8845,Closed,Policyholder,No,Approved Network
CUST000258,CLM000258,POL000526,27/07/2022,Other,At Fault,13133,10875,Closed,Policyholder,No,Customer Choice
CUST000259,CLM000259,POL000349,15/09/2021,Collision,Not At Fault,21588,21185,Closed,Third Party,No,Approved Network
CUST000260,CLM000260,POL000506,22/10/2022,Collision,At Fault,16108,0,Denied,Third Party,No,Approved Network
CUST000261,CLM000261,POL000643,08/07/2023,Vandalism,Not At Fault,1138,1089,Closed,Policyholder,No,Customer Choice
CUST000262,CLM000262,POL000238,10/07/2023,Theft,At Fault,8209,7519,Closed,Third Party,No,Approved Network
CUST000263,CLM000263,POL001304,01/03/2023,Fire,At Fault,5643,0,Denied,Other,No,Customer Choice
CUST000264,CLM000264,POL001456,10/12/2022,Theft,Disputed,1724,0,Denied,Police,Yes,Customer Choice
CUST000265,CLM000265,POL000138,11/09/2021,Collision,At Fault,14966,0,Pending,Third Party,Yes,Write Off
CUST000266,CLM000266,POL001293,11/03/2023,Collision,Not At Fault,15779,0,Open,Third Party,No,Approved Network
CUST000267,CLM000267,POL001225,29/08/2022,Other,Not At Fault,12602,11021,Closed,Policyholder,Yes,Approved Network
CUST000268,CLM000268,POL001166,29/10/2022,Collision,At Fault,4745,0,Pending,Third Party,No,Write Off
CUST000269,CLM000269,POL000612,17/01/2023,Collision,Not At Fault,10241,0,Pending,Third Party,No,Customer Choice
CUST000270,CLM000270,POL000680,04/09/2023,Theft,Not At Fault,22307,20615,Closed,Policyholder,Yes,Customer Choice
CUST000271,CLM000271,POL000839,04/07/2021,Collision,At Fault,23491,0,Open,Policyholder,No,Approved Network
CUST000272,CLM000272,POL000938,15/04/2023,Theft,At Fault,7907,0,Denied,Third Party,No,Approved Network
CUST000273,CLM000273,POL000355,24/03/2022,Fire,At Fault,24957,24457,Closed,Other,No,Approved Network
CUST000274,CLM000274,POL000578,21/10/2023,Flood,Disputed,15290,14916,Closed,Policyholder,Yes,Approved Network
CUST000275,CLM000275,POL000847,05/08/2022,Flood,Not At Fault,16142,13086,Closed,Policyholder,No,Approved Network
CUST000276,CLM000276,POL001353,03/01/2022,Collision,At Fault,10067,9755,Closed,Third Party,No,Approved Network
CUST000277,CLM000277,POL000559,15/01/2022,Theft,Disputed,9359,7722,Closed,Policyholder,Yes,Approved Network
CUST000278,CLM000278,POL000849,05/08/2023,Collision,At Fault,6268,5854,Closed,Policyholder,No,Approved Network
CUST000279,CLM000279,POL001255,09/09/2022,Collision,At Fault,19258,0,Denied,Policyholder,No,Approved Network
CUST000280,CLM000280,POL001332,17/12/2022,Theft,At Fault,20974,18720,Closed,Policyholder,Yes,Approved Network
CUST000281,CLM000281,POL001170,26/06/2022,Collision,Not At Fault,17899,17050,Closed,Third Party,No,Approved Network
CUST000282,CLM000282,POL001176,26/09/2021,Fire,At Fault,835,0,Pending,Policyholder,No,Approved Network
CUST000283,CLM000283,POL000140,18/12/2021,Flood,Not At Fault,13453,12156,Closed,Policyholder,Yes,Approved Network
CUST000284,CLM000284,POL000663,25/10/2023,Other,Disputed,15830,15320,Closed,Policyholder,Yes,Approved Network
CUST000285,CLM000285,POL000021,24/09/2022,Flood,At Fault,16964,13858,Closed,Policyholder,Yes,Customer Choice
CUST000286,CLM000286,POL001278,06/10/2021,Collision,At Fault,2634,0,Open,Third Party,Yes,Approved Network
CUST000287,CLM000287,POL000064,26/05/2022,Collision,At Fault,17141,0,Open,Policyholder,No,Customer Choice
CUST000288,CLM000288,POL001242,22/08/2023,Collision,Not At Fault,684,584,Closed,Policyholder,Yes,Customer Choice
CUST000289,CLM000289,POL001096,19/09/2022,Collision,Disputed,23725,0,Denied,Policyholder,No,Customer Choice
CUST000290,CLM000290,POL000990,28/07/2022,Collision,At Fault,17006,0,Pending,Policyholder,No,Approved Network
CUST000291,CLM000291,POL000162,19/09/2023,Collision,At Fault,8556,0,Open,Third Party,No,Approved Network
CUST000292,CLM000292,POL000130,23/03/2023,Theft,At Fault,7763,7741,Closed,Policyholder,Yes,Customer Choice
CUST000293,CLM000293,POL000581,22/05/2023,Flood,At Fault,21584,0,Open,Police,No,Write Off
CUST000294,CLM000294,POL000225,13/08/2023,Flood,Not At Fault,23542,19337,Closed,Policyholder,Yes,Write Off
CUST000295,CLM000295,POL000580,29/06/2023,Theft,At Fault,13691,0,Open,Policyholder,No,Approved Network
CUST000296,CLM000296,POL001478,11/07/2022,Theft,At Fault,4014,0,Pending,Third Party,No,Customer Choice
CUST000297,CLM000297,POL000983,08/06/2021,Theft,Not At Fault,22517,0,Open,Police,No,Customer Choice
CUST000298,CLM000298,POL001005,19/06/2022,Fire,At Fault,6577,0,Open,Police,No,Customer Choice
CUST000299,CLM000299,POL001408,10/08/2023,Collision,Not At Fault,18278,16795,Closed,Policyholder,No,Approved Network
CUST000300,CLM000300,POL000107,16/01/2022,Flood,At Fault,2852,0,Open,Policyholder,No,Approved Network
CUST000301,CLM000301,POL000621,02/11/2022,Vandalism,Disputed,16216,0,Pending,Police,No,Approved Network
CUST000302,CLM000302,POL000840,18/03/2022,Collision,At Fault,10000,0,Denied,Policyholder,No,Approved Network
CUST000303,CLM000303,POL001127,02/03/2022,Collision,Disputed,15492,0,Open,Police,No,Customer Choice
CUST000304,CLM000304,POL001165,18/11/2023,Collision,At Fault,22845,22031,Closed,Third Party,No,Write Off
CUST000305,CLM000305,POL000577,06/04/2023,Theft,Not At Fault,20828,0,Denied,Police,No,Customer Choice
CUST000306,CLM000306,POL001158,26/02/2022,Flood,At Fault,10633,0,Pending,Police,No,Approved Network
CUST000307,CLM000307,POL000199,11/04/2022,Collision,Not At Fault,6905,0,Denied,Policyholder,No,Customer Choice
CUST000308,CLM000308,POL000510,07/10/2023,Collision,At Fault,17374,0,Open,Third Party,No,Approved Network
CUST000309,CLM000309,POL000667,24/08/2023,Other,Not At Fault,17938,16378,Closed,Policyholder,Yes,Customer Choice
CUST000310,CLM000310,POL000079,30/07/2022,Collision,Not At Fault,17585,0,Open,Policyholder,Yes,Customer Choice
CUST000311,CLM000311,POL000894,21/04/2023,Collision,Not At Fault,3434,3221,Closed,Policyholder,No,Approved Network
CUST000312,CLM000312,POL000512,03/02/2022,Collision,Not At Fault,22271,0,Pending,Policyholder,No,Approved Network
CUST000313,CLM000313,POL000250,05/06/2021,Flood,At Fault,14847,0,Open,Third Party,No,Approved Network
CUST000314,CLM000314,POL000889,30/07/2022,Vandalism,At Fault,14002,13622,Closed,Other,No,Approved Network
CUST000315,CLM000315,POL001024,04/07/2021,Theft,Not At Fault,14211,11713,Closed,Policyholder,No,Customer Choice
CUST000316,CLM000316,POL000599,16/06/2021,Other,At Fault,14348,0,Pending,Policyholder,No,Approved Network
CUST000317,CLM000317,POL000753,27/06/2021,Flood,At Fault,22921,0,Open,Police,Yes,Approved Network
CUST000318,CLM000318,POL000600,05/11/2021,Collision,At Fault,14926,13686,Closed,Police,No,Approved Network
CUST000319,CLM000319,POL000975,19/08/2023,Flood,At Fault,5195,4686,Closed,Third Party,Yes,Customer Choice
CUST000320,CLM000320,POL000483,19/06/2022,Collision,Not At Fault,16703,0,Open,Third Party,No,Approved Network
CUST000321,CLM000321,POL000836,09/10/2023,Fire,Not At Fault,16360,15433,Closed,Police,Yes,Approved Network
CUST000322,CLM000322,POL000172,15/09/2023,Collision,Disputed,14597,13725,Closed,Policyholder,No,Customer Choice
CUST000323,CLM000323,POL000869,14/11/2022,Fire,At Fault,15136,0,Pending,Police,No,Approved Network
CUST000324,CLM000324,POL000017,18/09/2023,Collision,Disputed,9343,8439,Closed,Police,Yes,Approved Network
CUST000325,CLM000325,POL001318,30/06/2023,Other,Not At Fault,17300,15784,Closed,Police,No,Customer Choice
CUST000326,CLM000326,POL000394,05/02/2023,Collision,Disputed,16073,0,Denied,Policyholder,No,Approved Network
CUST000327,CLM000327,POL001243,22/04/2022,Vandalism,Not At Fault,6066,0,Denied,Police,Yes,Customer Choice
CUST000328,CLM000328,POL000234,10/05/2022,Collision,Not At Fault,22057,21912,Closed,Policyholder,No,Approved Network
CUST000329,CLM000329,POL001414,22/11/2021,Other,At Fault,6499,5376,Closed,Policyholder,No,Approved Network
CUST000330,CLM000330,POL000248,07/01/2023,Flood,At Fault,4366,4274,Closed,Police,No,Approved Network
CUST000331,CLM000331,POL000052,15/08/2022,Collision,At Fault,9437,8756,Closed,Policyholder,Yes,Customer Choice
CUST000332,CLM000332,POL000015,03/02/2022,Other,Disputed,2502,0,Denied,Policyholder,Yes,Approved Network
CUST000333,CLM000333,POL001348,22/12/2022,Collision,Disputed,17123,0,Pending,Police,No,Approved Network
CUST000334,CLM000334,POL000441,06/07/2022,Fire,Not At Fault,18828,15645,Closed,Police,Yes,Approved Network
CUST000335,CLM000335,POL001136,15/12/2021,Flood,Disputed,23445,0,Open,Police,Yes,Approved Network
CUST000336,CLM000336,POL000696,22/02/2023,Collision,Disputed,9547,0,Open,Policyholder,No,Customer Choice
CUST000337,CLM000337,POL000007,22/03/2023,Other,Not At Fault,16425,15203,Closed,Third Party,No,Write Off
CUST000338,CLM000338,POL000826,08/07/2022,Collision,Not At Fault,22751,21473,Closed,Policyholder,No,Customer Choice
CUST000339,CLM000339,POL001269,27/09/2023,Collision,Not At Fault,20078,19823,Closed,Third Party,No,Approved Network
CUST000340,CLM000340,POL001472,23/07/2021,Other,Not At Fault,13207,12693,Closed,Policyholder,No,Approved Network
CUST000341,CLM000341,POL001389,30/08/2023,Flood,At Fault,24617,22764,Closed,Third Party,No,Customer Choice
CUST000342,CLM000342,POL001391,13/01/2023,Collision,Not At Fault,23243,19527,Closed,Policyholder,Yes,Write Off
CUST000343,CLM000343,POL001311,14/08/2022,Collision,Not At Fault,24471,0,Open,Other,No,Approved Network
CUST000344,CLM000344,POL001130,10/10/2021,Flood,Not At Fault,21688,17641,Closed,Policyholder,No,Approved Network
CUST000345,CLM000345,POL001037,14/03/2023,Collision,Disputed,11290,0,Pending,Third Party,No,Approved Network
CUST000346,CLM000346,POL001170,05/07/2022,Other,At Fault,15801,13124,Closed,Policyholder,No,Approved Network
CUST000347,CLM000347,POL000478,16/06/2023,Flood,At Fault,16096,15709,Closed,Third Party,No,Approved Network
CUST000348,CLM000348,POL000631,25/11/2021,Collision,Not At Fault,1853,1675,Closed,Policyholder,Yes,Write Off
CUST000349,CLM000349,POL000715,18/07/2022,Collision,Not At Fault,10727,9111,Closed,Policyholder,Yes,Approved Network
CUST000350,CLM000350,POL000115,22/04/2022,Theft,At Fault,19764,16220,Closed,Third Party,No,Approved Network
CUST000351,CLM000351,POL000509,12/11/2022,Collision,Not At Fault,16328,13142,Closed,Police,No,Approved Network
CUST000352,CLM000352,POL001176,10/11/2021,Flood,Not At Fault,17563,15827,Closed,Policyholder,Yes,Write Off
CUST000353,CLM000353,POL000057,22/08/2022,Other,Disputed,9178,8059,Closed,Policyholder,No,Approved Network
CUST000354,CLM000354,POL000382,23/01/2022,Vandalism,Not At Fault,20504,20200,Closed,Third Party,No,Approved Network
CUST000355,CLM000355,POL001181,10/09/2021,Theft,At Fault,13410,11532,Closed,Police,No,Approved Network
CUST000356,CLM000356,POL000952,29/05/2023,Collision,Not At Fault,21198,0,Pending,Policyholder,No,Approved Network
CUST000357,CLM000357,POL001157,30/08/2023,Fire,Disputed,7364,6603,Closed,Police,Yes,Customer Choice
CUST000358,CLM000358,POL001187,08/10/2021,Fire,Not At Fault,15216,0,Open,Police,No,Approved Network
CUST000359,CLM000359,POL000275,30/10/2022,Fire,Not At Fault,18368,15370,Closed,Policyholder,No,Approved Network
CUST000360,CLM000360,POL001101,30/09/2021,Collision,At Fault,15650,13255,Closed,Policyholder,Yes,Customer Choice
CUST000361,CLM000361,POL000044,09/03/2023,Other,Disputed,17574,0,Open,Third Party,No,Approved Network
CUST000362,CLM000362,POL000718,12/01/2023,Collision,Not At Fault,24967,24206,Closed,Other,No,Approved Network
CUST000363,CLM000363,POL000318,13/08/2023,Flood,Not At Fault,6625,0,Pending,Third Party,Yes,Write Off
CUST000364,CLM000364,POL000534,07/07/2022,Flood,At Fault,9704,8268,Closed,Policyholder,No,Approved Network
CUST000365,CLM000365,POL001178,12/10/2023,Fire,Disputed,23552,21727,Closed,Policyholder,Yes,Customer Choice
CUST000366,CLM000366,POL000237,21/07/2023,Collision,Not At Fault,2847,2527,Closed,Policyholder,No,Customer Choice
CUST000367,CLM000367,POL000893,05/03/2023,Vandalism,Disputed,15243,14200,Closed,Third Party,No,Write Off
CUST000368,CLM000368,POL000517,22/02/2022,Collision,At Fault,4208,0,Open,Policyholder,No,Approved Network
CUST000369,CLM000369,POL001245,06/10/2023,Flood,At Fault,23260,0,Denied,Policyholder,No,Approved Network
CUST000370,CLM000370,POL001334,19/12/2022,Collision,At Fault,24814,20462,Closed,Policyholder,No,Approved Network
CUST000371,CLM000371,POL001201,10/11/2021,Collision,Not At Fault,10614,0,Pending,Policyholder,No,Approved Network
CUST000372,CLM000372,POL001244,27/04/2022,Collision,Not At Fault,1137,0,Open,Policyholder,No,Approved Network
CUST000373,CLM000373,POL000038,26/12/2021,Hail,Not At Fault,6366,0,Pending,Policyholder,No,Write Off
CUST000374,CLM000374,POL000654,04/09/2021,Vandalism,Not At Fault,23677,0,Pending,Police,No,Customer Choice
CUST000375,CLM000375,POL001455,04/09/2021,Fire,Not At Fault,3508,0,Pending,Policyholder,No,Approved Network
CUST000376,CLM000376,POL000747,27/06/2021,Fire,At Fault,24100,0,Denied,Policyholder,Yes,Approved Network
CUST000377,CLM000377,POL001227,22/08/2022,Hail,At Fault,16751,0,Open,Policyholder,Yes,Approved Network
CUST000378,CLM000378,POL000841,12/06/2021,Collision,Disputed,24256,20114,Closed,Policyholder,No,Customer Choice
CUST000379,CLM000379,POL000448,06/03/2023,Fire,Not At Fault,6100,4906,Closed,Policyholder,No,Approved Network
CUST000380,CLM000380,POL000684,29/07/2023,Vandalism,Not At Fault,12149,10063,Closed,Policyholder,No,Approved Network
CUST000381,CLM000381,POL000125,29/01/2023,Collision,Not At Fault,11866,0,Pending,Policyholder,Yes,Write Off
CUST000382,CLM000382,POL001089,04/11/2021,Collision,Not At Fault,12380,11747,Closed,Police,No,Approved Network
CUST000383,CLM000383,POL000793,29/06/2021,Collision,At Fault,18283,0,Open,Policyholder,Yes,Customer Choice
CUST000384,CLM000384,POL000784,23/02/2023,Collision,Not At Fault,24887,21107,Closed,Policyholder,No,Approved Network
CUST000385,CLM000385,POL001268,26/05/2023,Collision,Disputed,18389,0,Pending,Police,No,Customer Choice
CUST000386,CLM000386,POL000226,09/12/2022,Collision,Not At Fault,22726,0,Denied,Policyholder,Yes,Approved Network
CUST000387,CLM000387,POL000465,20/08/2021,Vandalism,At Fault,8941,8067,Closed,Third Party,No,Approved Network
CUST000388,CLM000388,POL000643,07/01/2023,Collision,Not At Fault,5820,5470,Closed,Policyholder,No,Write Off
CUST000389,CLM000389,POL000293,27/06/2022,Collision,At Fault,9227,7751,Closed,Policyholder,Yes,Customer Choice
CUST000390,CLM000390,POL000721,26/06/2021,Other,At Fault,12224,10953,Closed,Policyholder,No,Approved Network
CUST000391,CLM000391,POL001405,01/07/2023,Theft,Disputed,6943,0,Open,Other,No,Approved Network
CUST000392,CLM000392,POL000756,22/06/2023,Collision,At Fault,20433,17529,Closed,Policyholder,Yes,Approved Network
CUST000393,CLM000393,POL000166,12/10/2021,Vandalism,Disputed,13894,11393,Closed,Policyholder,No,Customer Choice
CUST000394,CLM000394,POL000769,08/09/2022,Collision,Not At Fault,7452,6839,Closed,Policyholder,Yes,Approved Network
CUST000395,CLM000395,POL001242,12/03/2023,Collision,Not At Fault,9149,0,Open,Policyholder,No,Customer Choice
CUST000396,CLM000396,POL001007,09/03/2023,Collision,Not At Fault,19622,0,Pending,Police,No,Approved Network
CUST000397,CLM000397,POL000871,06/08/2023,Other,At Fault,3869,0,Pending,Policyholder,No,Approved Network
CUST000398,CLM000398,POL001299,02/06/2022,Flood,Not At Fault,21019,18359,Closed,Police,Yes,Customer Choice
CUST000399,CLM000399,POL001076,09/12/2021,Flood,Disputed,8483,0,Pending,Policyholder,Yes,Approved Network
CUST000400,CLM000400,POL001398,01/02/2022,Other,Not At Fault,12388,10592,Closed,Police,No,Customer Choice
CUST000401,CLM000401,POL001387,31/03/2023,Other,Not At Fault,20295,17802,Closed,Policyholder,No,Approved Network
CUST000402,CLM000402,POL000567,14/01/2022,Flood,Disputed,6135,5889,Closed,Police,No,Approved Network
CUST000403,CLM000403,POL001038,01/04/2022,Fire,At Fault,4569,0,Pending,Policyholder,Yes,Approved Network
CUST000404,CLM000404,POL001364,16/12/2021,Collision,At Fault,6751,6027,Closed,Third Party,No,Approved Network
CUST000405,CLM000405,POL000602,01/12/2022,Collision,At Fault,12079,11628,Closed,Third Party,No,Approved Network
CUST000406,CLM000406,POL001113,09/10/2023,Vandalism,Not At Fault,20069,16649,Closed,Policyholder,No,Approved Network
CUST000407,CLM000407,POL000905,07/02/2022,Vandalism,Not At Fault,20122,0,Pending,Police,No,Customer Choice
CUST000408,CLM000408,POL000041,14/06/2023,Other,Not At Fault,6237,0,Pending,Third Party,No,Approved Network
CUST000409,CLM000409,POL001328,08/08/2023,Theft,Disputed,9939,8514,Closed,Police,Yes,Approved Network
CUST000410,CLM000410,POL001292,05/09/2023,Fire,Not At Fault,3073,0,Pending,Policyholder,No,Approved Network
CUST000411,CLM000411,POL001162,14/08/2023,Vandalism,At Fault,23737,19559,Closed,Policyholder,Yes,Approved Network
CUST000412,CLM000412,POL001030,23/06/2022,Collision,At Fault,625,0,Denied,Police,No,Approved Network
CUST000413,CLM000413,POL000242,29/07/2023,Vandalism,Disputed,9921,0,Pending,Policyholder,No,Approved Network
CUST000414,CLM000414,POL000162,22/02/2022,Theft,At Fault,11903,0,Open,Policyholder,No,Approved Network
CUST000415,CLM000415,POL001019,07/04/2023,Theft,Not At Fault,1806,0,Pending,Other,No,Approved Network
CUST000416,CLM000416,POL000692,23/07/2021,Theft,At Fault,2601,2283,Closed,Policyholder,No,Approved Network
CUST000417,CLM000417,POL000809,09/03/2022,Collision,At Fault,15181,0,Denied,Policyholder,No,Customer Choice
CUST000418,CLM000418,POL000979,24/08/2021,Theft,Not At Fault,635,0,Pending,Policyholder,Yes,Customer Choice
CUST000419,CLM000419,POL000518,26/10/2021,Vandalism,At Fault,7811,0,Open,Police,No,Approved Network
CUST000420,CLM000420,POL000898,05/03/2023,Theft,Disputed,18343,16804,Closed,Other,No,Write Off
CUST000421,CLM000421,POL000783,24/06/2021,Theft,Not At Fault,21115,17035,Closed,Other,No,Approved Network
CUST000422,CLM000422,POL001425,16/03/2023,Collision,Not At Fault,24540,0,Pending,Third Party,Yes,Approved Network
CUST000423,CLM000423,POL000784,15/01/2023,Collision,Not At Fault,1312,0,Pending,Policyholder,Yes,Customer Choice
CUST000424,CLM000424,POL001180,05/11/2023,Collision,Not At Fault,24784,23051,Closed,Policyholder,No,Customer Choice
CUST000425,CLM000425,POL000085,14/09/2021,Theft,Disputed,10630,9901,Closed,Policyholder,No,Write Off
CUST000426,CLM000426,POL001034,22/09/2021,Vandalism,At Fault,24452,21735,Closed,Policyholder,Yes,Write Off
CUST000427,CLM000427,POL000138,14/09/2022,Other,At Fault,17754,0,Open,Policyholder,Yes,Approved Network
CUST000428,CLM000428,POL000754,01/02/2023,Collision,At Fault,15727,15437,Closed,Police,Yes,Write Off
CUST000429,CLM000429,POL000906,04/10/2021,Collision,Disputed,14260,12419,Closed,Police,No,Write Off
CUST000430,CLM000430,POL000713,18/09/2021,Theft,Disputed,9326,0,Open,Policyholder,No,Approved Network
CUST000431,CLM000431,POL000156,24/10/2021,Theft,At Fault,14439,0,Open,Other,No,Write Off
CUST000432,CLM000432,POL000408,17/03/2022,Vandalism,Not At Fault,1168,0,Open,Other,Yes,Approved Network
CUST000433,CLM000433,POL000787,24/02/2022,Hail,At Fault,18177,0,Pending,Third Party,No,Customer Choice
CUST000434,CLM000434,POL001249,02/12/2021,Hail,At Fault,8960,7417,Closed,Policyholder,Yes,Approved Network
CUST000435,CLM000435,POL000580,04/09/2021,Collision,Not At Fault,9173,8957,Closed,Policyholder,No,Approved Network
CUST000436,CLM000436,POL001208,19/08/2021,Other,At Fault,3890,3468,Closed,Policyholder,No,Approved Network
CUST000437,CLM000437,POL001219,20/10/2022,Collision,Not At Fault,9953,7980,Closed,Policyholder,No,Approved Network
CUST000438,CLM000438,POL000554,13/10/2023,Vandalism,Not At Fault,16404,13642,Closed,Policyholder,No,Customer Choice
CUST000439,CLM000439,POL000396,06/06/2022,Fire,Not At Fault,15896,14308,Closed,Police,No,Approved Network
CUST000440,CLM000440,POL001158,07/10/2023,Fire,Not At Fault,22433,21809,Closed,Policyholder,No,Approved Network
CUST000441,CLM000441,POL001333,30/12/2021,Collision,Not At Fault,21771,0,Pending,Policyholder,No,Approved Network
CUST000442,CLM000442,POL000810,06/07/2022,Collision,Not At Fault,4834,4070,Closed,Policyholder,Yes,Customer Choice
CUST000443,CLM000443,POL000962,12/09/2021,Theft,At Fault,22568,22128,Closed,Third Party,No,Customer Choice
CUST000444,CLM000444,POL000542,16/10/2022,Collision,Not At Fault,23634,21389,Closed,Policyholder,Yes,Customer Choice
CUST000445,CLM000445,POL001033,24/08/2023,Collision,At Fault,16785,0,Open,Policyholder,No,Customer Choice
CUST000446,CLM000446,POL000987,23/06/2021,Vandalism,At Fault,2735,0,Pending,Other,Yes,Approved Network
CUST000447,CLM000447,POL000170,29/07/2022,Theft,Not At Fault,21867,0,Pending,Policyholder,Yes,Approved Network
CUST000448,CLM000448,POL000290,15/08/2021,Fire,Disputed,24636,22236,Closed,Police,No,Approved Network
CUST000449,CLM000449,POL001192,12/10/2022,Collision,At Fault,5519,4607,Closed,Policyholder,No,Write Off
CUST000450,CLM000450,POL001368,03/03/2023,Hail,At Fault,24925,0,Denied,Policyholder,No,Customer Choice
CUST000451,CLM000451,POL001169,18/08/2021,Collision,At Fault,19461,16158,Closed,Policyholder,Yes,Approved Network
CUST000452,CLM000452,POL001437,02/01/2022,Other,At Fault,1175,1094,Closed,Third Party,Yes,Approved Network
CUST000453,CLM000453,POL000740,05/05/2023,Theft,Not At Fault,19323,17634,Closed,Police,No,Approved Network
CUST000454,CLM000454,POL000588,04/08/2022,Theft,At Fault,10373,9251,Closed,Policyholder,No,Customer Choice
CUST000455,CLM000455,POL000735,20/06/2022,Other,Not At Fault,6087,0,Pending,Policyholder,No,Approved Network
CUST000456,CLM000456,POL000457,18/04/2022,Collision,Not At Fault,6445,6262,Closed,Policyholder,No,Customer Choice
CUST000457,CLM000457,POL000701,11/03/2023,Collision,Not At Fault,5267,4361,Closed,Third Party,No,Approved Network
CUST000458,CLM000458,POL000979,05/09/2022,Theft,Not At Fault,7504,7181,Closed,Policyholder,No,Approved Network
CUST000459,CLM000459,POL001326,06/09/2023,Collision,At Fault,8228,0,Denied,Policyholder,No,Customer Choice
CUST000460,CLM000460,POL000046,12/11/2021,Theft,At Fault,7109,0,Open,Policyholder,No,Approved Network
CUST000461,CLM000461,POL001041,02/12/2021,Collision,Not At Fault,21818,0,Pending,Policyholder,Yes,Write Off
CUST000462,CLM000462,POL001384,02/04/2022,Other,At Fault,20532,19129,Closed,Police,Yes,Approved Network
CUST000463,CLM000463,POL001285,11/06/2021,Vandalism,Not At Fault,7631,0,Pending,Third Party,No,Approved Network
CUST000464,CLM000464,POL001147,30/11/2021,Collision,At Fault,18196,17917,Closed,Policyholder,Yes,Approved Network
CUST000465,CLM000465,POL000231,07/04/2023,Hail,At Fault,4599,3741,Closed,Policyholder,Yes,Customer Choice
CUST000466,CLM000466,POL000950,02/01/2023,Collision,At Fault,18538,17942,Closed,Policyholder,No,Customer Choice
CUST000467,CLM000467,POL000637,09/03/2023,Collision,At Fault,16359,0,Denied,Policyholder,No,Approved Network
CUST000468,CLM000468,POL000112,12/02/2023,Collision,Disputed,16082,14421,Closed,Third Party,No,Approved Network
CUST000469,CLM000469,POL000593,24/10/2023,Vandalism,At Fault,22902,22730,Closed,Policyholder,No,Approved Network
CUST000470,CLM000470,POL001270,03/07/2021,Theft,Disputed,18169,16736,Closed,Policyholder,No,Approved Network
CUST000471,CLM000471,POL000859,29/09/2021,Vandalism,Not At Fault,24736,0,Open,Policyholder,No,Approved Network
CUST000472,CLM000472,POL000391,18/05/2022,Collision,Disputed,23930,0,Pending,Third Party,Yes,Approved Network
CUST000473,CLM000473,POL000392,22/05/2022,Other,Not At Fault,12139,10149,Closed,Policyholder,No,Approved Network
CUST000474,CLM000474,POL000328,09/10/2022,Flood,Disputed,5680,0,Pending,Police,No,Approved Network
CUST000475,CLM000475,POL001239,19/02/2023,Collision,At Fault,18263,17198,Closed,Third Party,No,Approved Network
CUST000476,CLM000476,POL000747,05/02/2023,Flood,Not At Fault,16692,0,Denied,Third Party,No,Approved Network
CUST000477,CLM000477,POL000367,12/12/2022,Vandalism,At Fault,17529,0,Open,Third Party,No,Approved Network
CUST000478,CLM000478,POL000082,06/06/2021,Collision,Not At Fault,5912,0,Open,Policyholder,No,Approved Network
CUST000479,CLM000479,POL000806,10/11/2021,Collision,Not At Fault,5152,0,Open,Policyholder,No,Customer Choice
CUST000480,CLM000480,POL000822,17/11/2022,Collision,Not At Fault,7334,0,Pending,Police,No,Approved Network
CUST000481,CLM000481,POL001100,30/06/2023,Hail,At Fault,4951,4462,Closed,Police,No,Approved Network
CUST000482,CLM000482,POL000952,16/02/2022,Vandalism,At Fault,22987,0,Open,Third Party,No,Approved Network
CUST000483,CLM000483,POL000372,03/10/2021,Collision,Not At Fault,7584,0,Pending,Third Party,No,Customer Choice
CUST000484,CLM000484,POL001289,15/12/2021,Collision,Not At Fault,13362,0,Pending,Policyholder,No,Approved Network
CUST000485,CLM000485,POL000264,11/02/2023,Theft,At Fault,21008,0,Pending,Policyholder,Yes,Write Off
CUST000486,CLM000486,POL000110,01/07/2021,Theft,Disputed,15192,14155,Closed,Other,Yes,Approved Network
