policy_id,customer_id,policy_start_date,policy_end_date,vehicle_make,vehicle_model,vehicle_year,vehicle_value,coverage_type,annual_premium,deductible,policy_status
POL000244,CUST000287,24/08/2023,02/06/2024,Peugeot,C-Class,2019,14491,Third Party,878,500,Expired
POL000245,CUST000594,11/06/2023,24/03/2023,Honda,Civic,2017,14268,Comprehensive,520,250,Active
POL000246,CUST001067,30/06/2021,06/08/2022,Vauxhall,Civic,2011,32757,Third Party,1487,500,Expired
POL000247,CUST000617,12/05/2021,23/06/2024,Toyota,Golf,2010,46907,Third Party Fire Theft,1803,750,Active
POL000248,CUST001025,23/06/2022,15/06/2023,Honda,208,2011,11791,Third Party Fire Theft,2007,750,Active
POL000249,CUST000270,31/03/2022,31/07/2022,Mercedes,Corolla,2016,44939,Comprehensive,2045,1000,Expired
POL000250,CUST000518,30/01/2023,13/03/2022,Audi,Golf,2013,33314,Comprehensive,487,750,Active
POL000251,CUST001127,13/06/2021,30/05/2022,Audi,Golf,2019,33583,Comprehensive,1514,750,Active
POL000252,CUST001034,19/03/2021,25/05/2022,Nissan,Golf,2014,26550,Comprehensive,1409,250,Expired
POL000253,CUST000583,27/02/2023,29/05/2023,Ford,Golf,2021,5093,Comprehensive,1143,250,Expired
POL000254,CUST001114,01/04/2023,02/07/2024,Ford,A4,2016,40755,Third Party Fire Theft,830,1000,Active
POL000255,CUST000226,04/12/2023,08/02/2022,Volkswagen,Golf,2012,14967,Comprehensive,1370,1000,Active
POL000256,CUST000670,10/08/2022,16/10/2024,Mercedes,Corolla,2019,21218,Comprehensive,1262,1000,Active
POL000257,CUST000917,28/04/2021,01/11/2022,Volkswagen,Corolla,2011,48220,Comprehensive,1469,500,Active
POL000258,CUST000126,25/12/2021,02/01/2022,BMW,208,2022,13627,Third Party Fire Theft,1705,500,Cancelled
POL000259,CUST000956,10/10/2023,19/03/2022,BMW,Focus,2016,9947,Comprehensive,816,1000,Active
POL000260,CUST001121,19/06/2023,10/03/2024,Nissan,Golf,2014,44419,Third Party Fire Theft,2188,500,Active
POL000261,CUST000074,22/01/2021,30/06/2023,Ford,Golf,2023,28178,Comprehensive,1791,750,Cancelled
POL000262,CUST000056,18/02/2022,07/11/2022,Vauxhall,Corsa,2010,33876,Third Party Fire Theft,1417,1000,Active
POL000263,CUST000720,28/11/2023,07/11/2023,Volkswagen,Focus,2010,27908,Third Party Fire Theft,432,1000,Active
POL000264,CUST000553,09/08/2022,12/03/2024,Toyota,Civic,2018,40912,Third Party Fire Theft,613,500,Active
POL000265,CUST000032,03/02/2022,08/01/2022,Vauxhall,Corolla,2014,24971,Third Party Fire Theft,890,250,Active
POL000266,CUST000574,10/03/2021,21/11/2024,Peugeot,3 Series,2010,37584,Comprehensive,1843,1000,Active
POL000267,CUST000667,12/11/2023,01/10/2024,Audi,Focus,2016,13959,Third Party,2185,500,Active
POL000268,CUST000284,23/11/2023,06/09/2024,Vauxhall,208,2018,33261,Third Party Fire Theft,1926,500,Active
POL000269,CUST000187,20/04/2022,12/06/2024,Nissan,Corsa,2020,46065,Comprehensive,1047,250,Active
POL000270,CUST000498,14/12/2021,07/04/2024,Audi,Qashqai,2010,44462,Third Party Fire Theft,1797,1000,Active
POL000271,CUST000130,15/03/2021,24/05/2022,Honda,C-Class,2019,20835,Comprehensive,1100,250,Active
POL000272,CUST000639,07/01/2023,08/04/2023,Mercedes,A4,2023,24257,Third Party,1797,750,Active
POL000273,CUST000114,05/05/2022,07/01/2022,Volkswagen,Golf,2022,8346,Third Party Fire Theft,1679,250,Active
POL000274,CUST000013,01/01/2021,27/02/2024,Volkswagen,Civic,2013,35807,Comprehensive,979,250,Active
POL000275,CUST000444,19/11/2021,14/09/2024,Ford,208,2023,35418,Comprehensive,2461,500,Active
POL000276,CUST000447,27/06/2021,06/09/2022,Nissan,Civic,2012,16340,Third Party Fire Theft,1196,250,Active
POL000277,CUST000986,20/07/2022,06/01/2024,Mercedes,Qashqai,2014,38012,Comprehensive,1846,750,Active
POL000278,CUST000993,30/03/2023,14/11/2023,BMW,Corolla,2016,40393,Comprehensive,2093,500,Expired
POL000279,CUST000715,25/12/2022,13/09/2023,Nissan,A4,2017,41617,Comprehensive,2412,750,Active
POL000280,CUST000074,21/03/2023,31/03/2024,Peugeot,Focus,2022,14597,Third Party Fire Theft,983,250,Expired
POL000281,CUST000537,11/04/2023,24/04/2022,Vauxhall,Golf,2011,30557,Third Party,1595,750,Expired
POL000282,CUST000101,15/02/2022,05/07/2022,Ford,Focus,2016,12737,Comprehensive,1985,750,Active
POL000283,CUST000176,27/11/2023,19/01/2024,Honda,Golf,2023,49768,Comprehensive,1685,250,Active
POL000284,CUST000427,01/02/2021,30/12/2024,Honda,Focus,2023,46101,Third Party,2493,250,Cancelled
POL000285,CUST001141,21/05/2021,28/11/2023,Vauxhall,Golf,2010,22276,Comprehensive,1242,500,Active
POL000286,CUST001190,04/07/2021,14/06/2022,Vauxhall,Civic,2016,12310,Third Party,1609,500,Expired
POL000287,CUST000041,06/08/2022,30/07/2024,Peugeot,A4,2017,40167,Third Party Fire Theft,1333,1000,Active
POL000288,CUST000429,14/12/2022,17/08/2023,Peugeot,208,2011,42408,Third Party Fire Theft,1920,500,Active
POL000289,CUST000344,13/12/2022,20/02/2023,Vauxhall,Civic,2018,24344,Comprehensive,1108,250,Active
POL000290,CUST000366,21/07/2022,28/12/2022,Nissan,Corolla,2010,15391,Third Party Fire Theft,470,750,Active
POL000291,CUST001144,09/04/2022,22/03/2022,Ford,208,2022,15892,Comprehensive,1853,750,Active
POL000292,CUST000609,03/02/2022,26/02/2024,Nissan,Corsa,2015,16197,Comprehensive,1895,500,Active
POL000293,CUST000657,21/07/2023,27/01/2023,Vauxhall,Golf,2010,18050,Comprehensive,1923,500,Cancelled
POL000294,CUST000728,08/04/2023,05/09/2023,BMW,Corolla,2012,41142,Comprehensive,326,250,Expired
POL000295,CUST000229,10/01/2021,09/03/2024,Vauxhall,Civic,2020,46615,Comprehensive,1313,750,Active
POL000296,CUST000825,19/06/2022,07/08/2022,Audi,Corsa,2015,48728,Comprehensive,1391,1000,Expired
POL000297,CUST001154,25/12/2021,06/01/2024,Volkswagen,Corolla,2012,18535,Third Party,707,1000,Expired
POL000298,CUST000889,14/04/2023,23/09/2024,BMW,C-Class,2017,46002,Third Party Fire Theft,1432,500,Cancelled
POL000299,CUST000984,03/11/2023,23/06/2022,Mercedes,208,2014,48271,Third Party,373,1000,Active
POL000300,CUST000836,07/08/2021,15/06/2024,Honda,A4,2011,10122,Third Party Fire Theft,979,250,Expired
POL000301,CUST000117,29/05/2021,24/01/2023,Nissan,3 Series,2013,14852,Comprehensive,1691,1000,Active
POL000302,CUST000818,28/10/2023,14/10/2022,Honda,Qashqai,2018,10387,Third Party,1148,500,Active
POL000303,CUST000368,26/08/2022,15/03/2022,Vauxhall,208,2013,36759,Comprehensive,1169,250,Cancelled
POL000304,CUST001118,28/11/2022,31/01/2023,BMW,Qashqai,2019,45399,Comprehensive,536,750,Active
POL000305,CUST000168,28/08/2021,21/02/2022,Volkswagen,Focus,2019,44994,Comprehensive,1205,250,Active
POL000306,CUST000954,18/11/2023,04/05/2023,Volkswagen,3 Series,2017,42876,Third Party Fire Theft,918,500,Expired
POL000307,CUST000661,12/06/2022,28/09/2024,BMW,Civic,2014,39878,Comprehensive,1332,500,Active
POL000308,CUST000695,28/05/2022,07/03/2024,Vauxhall,Corsa,2020,38725,Third Party,1613,1000,Expired
POL000309,CUST000925,26/06/2023,10/05/2022,Audi,C-Class,2020,12146,Third Party Fire Theft,1146,1000,Expired
POL000310,CUST000152,12/02/2023,23/09/2023,Honda,Qashqai,2019,5560,Comprehensive,2223,750,Active
POL000311,CUST000586,18/09/2023,20/10/2024,Toyota,Civic,2022,6312,Comprehensive,933,750,Active
POL000312,CUST000913,14/05/2022,29/12/2024,Ford,3 Series,2022,23205,Third Party Fire Theft,1317,500,Expired
POL000313,CUST000274,27/11/2022,09/07/2024,Audi,Civic,2023,16595,Comprehensive,307,500,Active
POL000314,CUST000496,29/07/2023,03/02/2022,Honda,Corsa,2010,27030,Third Party Fire Theft,1692,500,Cancelled
POL000315,CUST000101,02/08/2023,17/03/2022,Volkswagen,Civic,2016,26329,Third Party Fire Theft,1368,750,Expired
POL000316,CUST000557,26/02/2021,26/11/2023,Mercedes,Qashqai,2012,43142,Third Party,2080,500,Active
POL000317,CUST001106,15/09/2023,25/04/2022,Nissan,A4,2019,7651,Comprehensive,1942,750,Active
POL000318,CUST000073,27/08/2021,23/11/2023,BMW,A4,2017,15006,Comprehensive,1516,500,Cancelled
POL000319,CUST001038,13/06/2022,29/03/2022,Vauxhall,A4,2023,47701,Third Party,1148,250,Active
POL000320,CUST000157,19/05/2021,10/04/2024,Mercedes,3 Series,2021,40645,Third Party Fire Theft,1680,250,Active
POL000321,CUST000735,23/02/2023,31/08/2022,Volkswagen,Corsa,2012,26966,Comprehensive,361,500,Expired
POL000322,CUST000132,28/03/2022,10/03/2023,Toyota,Corsa,2010,32846,Third Party Fire Theft,1385,250,Expired
POL000323,CUST001019,16/04/2022,07/12/2024,Volkswagen,Corolla,2014,26774,Third Party Fire Theft,2117,750,Active
POL000324,CUST000559,09/10/2022,27/07/2024,Audi,Focus,2011,9083,Comprehensive,932,1000,Active
POL000325,CUST000107,25/04/2023,02/11/2022,BMW,3 Series,2020,38513,Third Party,1091,250,Active
POL000326,CUST000265,25/12/2022,23/04/2023,Nissan,Golf,2013,13749,Comprehensive,1600,1000,Expired
POL000327,CUST001103,24/11/2023,28/05/2022,Toyota,Corolla,2010,35783,Third Party,1754,250,Expired
POL000328,CUST000155,20/01/2021,17/03/2022,Audi,C-Class,2018,22325,Comprehensive,1438,750,Cancelled
POL000329,CUST000988,24/06/2022,17/10/2022,BMW,A4,2015,23680,Third Party Fire Theft,2011,250,Active
POL000330,CUST000997,24/05/2022,28/09/2024,Toyota,C-Class,2017,22323,Comprehensive,824,250,Expired
POL000331,CUST000247,12/08/2022,09/02/2022,Toyota,Civic,2020,27684,Third Party,2320,500,Cancelled
POL000332,CUST000531,10/07/2021,23/08/2024,Toyota,Corsa,2013,39493,Comprehensive,1198,1000,Active
POL000333,CUST000858,29/03/2023,04/04/2022,Honda,3 Series,2018,17213,Comprehensive,1086,1000,Active
POL000334,CUST000538,02/12/2022,13/05/2023,Nissan,Qashqai,2011,36831,Third Party Fire Theft,1660,750,Expired
POL000335,CUST000729,05/06/2021,25/09/2022,Volkswagen,Civic,2018,47296,Third Party Fire Theft,472,750,Active
POL000336,CUST001178,01/01/2022,30/01/2022,Ford,Corsa,2021,32713,Comprehensive,1299,1000,Active
POL000337,CUST000154,03/09/2023,19/12/2022,Honda,Golf,2014,46621,Comprehensive,2110,500,Active
POL000338,CUST000092,05/10/2022,13/04/2022,BMW,A4,2022,12187,Third Party,363,500,Active
POL000339,CUST000338,26/12/2022,22/09/2023,Ford,208,2015,37800,Third Party,1645,1000,Active
POL000340,CUST001155,24/03/2022,19/07/2022,Nissan,208,2012,37583,Comprehensive,1274,250,Active
POL000341,CUST000450,06/07/2022,23/07/2024,Vauxhall,Corsa,2013,19408,Third Party,365,1000,Cancelled
POL000342,CUST000810,10/01/2022,16/12/2022,Vauxhall,Golf,2015,27369,Comprehensive,2166,250,Expired
POL000343,CUST000787,25/01/2022,11/05/2022,Volkswagen,Corolla,2016,8414,Comprehensive,1922,1000,Expired
POL000344,CUST000273,19/10/2023,06/08/2022,Volkswagen,Corolla,2010,24510,Comprehensive,757,250,Active
POL000345,CUST000588,13/02/2022,22/08/2022,Toyota,Qashqai,2016,17120,Third Party,1902,500,Expired
POL000346,CUST000177,26/04/2022,15/10/2024,BMW,Corolla,2010,39311,Third Party Fire Theft,2257,1000,Expired
POL000347,CUST000831,11/05/2022,28/03/2023,Toyota,A4,2014,38039,Comprehensive,2040,750,Active
POL000348,CUST000643,28/06/2022,10/05/2022,Ford,A4,2015,10295,Comprehensive,1749,250,Active
POL000349,CUST001073,28/02/2022,20/02/2023,Toyota,C-Class,2022,25460,Comprehensive,2259,500,Active
POL000350,CUST000567,15/04/2022,22/05/2024,Ford,Corsa,2011,19963,Third Party,2254,750,Expired
POL000351,CUST000666,20/02/2022,22/11/2023,BMW,C-Class,2022,16580,Third Party,579,500,Active
POL000352,CUST000868,27/05/2022,03/04/2024,Peugeot,Corsa,2019,27286,Third Party,1340,250,Expired
POL000353,CUST001070,31/12/2022,27/10/2023,Ford,Corsa,2018,32328,Comprehensive,1261,1000,Active
POL000354,CUST000302,16/11/2021,05/09/2022,Nissan,Corsa,2023,24093,Third Party Fire Theft,2242,500,Active
POL000355,CUST000868,07/08/2021,09/10/2022,Mercedes,Golf,2019,26605,Third Party,1517,1000,Expired
POL000356,CUST000912,03/09/2021,21/10/2023,Toyota,208,2015,49813,Third Party Fire Theft,674,1000,Active
POL000357,CUST000408,10/06/2021,13/03/2023,Toyota,A4,2016,47705,Third Party Fire Theft,2211,500,Active
POL000358,CUST000822,06/10/2023,04/04/2022,Nissan,Corsa,2023,11722,Comprehensive,334,500,Cancelled
POL000359,CUST001153,14/01/2021,22/12/2022,Mercedes,208,2019,45969,Comprehensive,1692,500,Expired
POL000360,CUST000561,28/03/2021,19/11/2023,Volkswagen,Golf,2017,41912,Third Party Fire Theft,2376,1000,Active
POL000361,CUST001142,15/09/2023,10/05/2022,Volkswagen,3 Series,2020,43374,Third Party Fire Theft,1074,750,Active
POL000362,CUST000464,31/01/2023,05/09/2022,Ford,Golf,2022,11766,Third Party Fire Theft,520,250,Active
POL000363,CUST000144,08/10/2022,15/07/2023,Mercedes,Corolla,2019,20928,Third Party,2400,750,Expired
POL000364,CUST000442,06/10/2023,17/10/2022,Nissan,208,2010,26274,Third Party,2423,1000,Active
POL000365,CUST001181,17/07/2022,30/04/2024,Peugeot,Focus,2023,39416,Comprehensive,793,500,Active
POL000366,CUST000487,03/10/2023,11/12/2022,BMW,C-Class,2017,25612,Third Party,2011,500,Active
POL000367,CUST000860,10/01/2022,28/01/2024,Toyota,Focus,2013,39898,Third Party Fire Theft,2464,250,Expired
POL000368,CUST001158,13/11/2023,04/12/2022,Honda,208,2019,34047,Third Party Fire Theft,579,250,Expired
POL000369,CUST000148,28/07/2022,17/06/2024,Audi,Qashqai,2017,48356,Comprehensive,1045,750,Cancelled
POL000370,CUST001095,26/03/2023,14/05/2023,Nissan,A4,2022,42134,Comprehensive,1774,750,Active
POL000371,CUST000811,31/03/2022,25/03/2022,Peugeot,Corolla,2015,6506,Comprehensive,2157,250,Expired
POL000372,CUST000666,20/09/2021,01/10/2022,Peugeot,Corolla,2020,20222,Comprehensive,1841,1000,Active
POL000373,CUST000090,21/04/2021,24/07/2022,Honda,Golf,2018,17363,Comprehensive,1396,750,Active
POL000374,CUST000199,13/12/2023,10/02/2024,Volkswagen,Golf,2020,24613,Third Party,1359,500,Expired
POL000375,CUST001185,17/05/2023,20/11/2022,Toyota,3 Series,2013,49563,Comprehensive,2222,500,Active
POL000376,CUST000538,07/09/2023,02/02/2022,Audi,Qashqai,2011,35628,Third Party,2305,1000,Active
POL000377,CUST001145,08/03/2021,24/09/2024,Mercedes,208,2023,47626,Third Party Fire Theft,796,250,Expired
POL000378,CUST000301,27/10/2023,15/06/2022,Vauxhall,208,2011,9136,Comprehensive,343,750,Active
POL000379,CUST000724,13/12/2022,14/01/2022,Ford,A4,2014,16161,Third Party Fire Theft,2151,500,Active
POL000380,CUST000963,18/03/2023,15/01/2022,Nissan,Corsa,2019,40457,Comprehensive,753,250,Active
POL000381,CUST000068,24/12/2021,03/01/2023,Volkswagen,Corolla,2018,28574,Third Party Fire Theft,894,750,Active
POL000382,CUST000459,26/07/2023,02/07/2022,Toyota,Focus,2021,31902,Comprehensive,1656,1000,Cancelled
POL000383,CUST000398,04/09/2021,05/08/2023,BMW,Qashqai,2012,7810,Comprehensive,806,500,Active
POL000384,CUST000620,28/11/2023,02/05/2024,Nissan,Civic,2017,16663,Comprehensive,1093,1000,Expired
POL000385,CUST001164,01/08/2023,01/09/2024,Nissan,Golf,2013,11152,Comprehensive,320,1000,Active
POL000386,CUST000730,09/10/2022,17/09/2022,Mercedes,3 Series,2015,5012,Comprehensive,1699,1000,Active
POL000387,CUST000556,18/01/2021,27/02/2023,Audi,C-Class,2019,16162,Comprehensive,1394,750,Active
POL000388,CUST000781,25/01/2021,21/10/2022,Vauxhall,A4,2015,27322,Third Party Fire Theft,1727,1000,Expired
POL000389,CUST000894,08/03/2022,09/07/2023,Nissan,Civic,2012,12999,Third Party,1885,750,Active
POL000390,CUST000610,17/02/2023,07/12/2024,Nissan,Civic,2023,12219,Comprehensive,2114,750,Expired
POL000391,CUST000748,26/07/2021,11/07/2024,Mercedes,3 Series,2014,10328,Comprehensive,1720,1000,Active
POL000392,CUST000282,29/10/2022,23/04/2024,Nissan,208,2021,8621,Comprehensive,636,1000,Cancelled
POL000393,CUST000661,11/01/2023,05/05/2023,Volkswagen,C-Class,2012,29256,Comprehensive,1967,250,Expired
POL000394,CUST000924,16/06/2022,24/12/2022,BMW,3 Series,2020,49433,Comprehensive,1209,500,Expired
POL000395,CUST000996,19/01/2022,19/03/2022,Ford,Focus,2020,16314,Third Party,575,250,Expired
POL000396,CUST000746,23/06/2022,04/01/2023,Ford,208,2010,5652,Third Party Fire Theft,1191,500,Active
POL000397,CUST000087,01/05/2022,20/10/2024,Nissan,Golf,2016,21182,Third Party Fire Theft,312,500,Expired
POL000398,CUST001103,06/07/2022,30/06/2022,Peugeot,C-Class,2013,46580,Third Party,1326,250,Active
POL000399,CUST000791,24/08/2023,09/09/2023,Mercedes,Qashqai,2023,41558,Comprehensive,1273,250,Active
POL000400,CUST000304,04/12/2022,14/12/2023,Audi,Corsa,2016,20659,Comprehensive,474,500,Active
POL000401,CUST000130,20/01/2023,07/05/2024,Mercedes,C-Class,2012,39413,Comprehensive,1708,500,Active
POL000402,CUST000596,12/01/2022,10/01/2022,Toyota,208,2021,15435,Third Party Fire Theft,1925,500,Active
POL000403,CUST000558,19/10/2023,28/04/2023,Nissan,Civic,2020,33067,Third Party,2243,750,Active
POL000404,CUST000899,19/05/2023,29/01/2023,Vauxhall,A4,2014,27258,Third Party Fire Theft,846,500,Active
POL000405,CUST000078,08/03/2022,29/08/2022,Ford,Civic,2014,33287,Comprehensive,2361,1000,Active
POL000406,CUST000784,09/05/2023,21/12/2024,Volkswagen,C-Class,2022,8688,Third Party Fire Theft,1518,1000,Active
POL000407,CUST000674,02/02/2023,15/07/2022,Mercedes,Corolla,2011,12689,Third Party,1720,1000,Cancelled
POL000408,CUST000238,18/01/2023,12/01/2024,Nissan,Focus,2020,6379,Third Party Fire Theft,1754,250,Cancelled
POL000409,CUST001158,01/04/2023,05/11/2024,Volkswagen,Golf,2019,42011,Third Party Fire Theft,1733,250,Cancelled
POL000410,CUST000278,27/07/2022,26/03/2023,Vauxhall,3 Series,2021,48005,Comprehensive,302,250,Active
POL000411,CUST001042,13/07/2023,08/08/2024,Ford,A4,2011,32624,Third Party,2142,500,Active
POL000412,CUST000524,04/01/2022,03/03/2023,Vauxhall,A4,2013,30964,Third Party,1046,1000,Cancelled
POL000413,CUST000180,26/09/2021,21/07/2023,Honda,Focus,2013,27891,Third Party,1171,500,Cancelled
POL000414,CUST000123,14/04/2022,19/04/2022,Mercedes,3 Series,2013,43379,Third Party Fire Theft,794,750,Expired
POL000415,CUST001075,24/07/2021,01/02/2023,Peugeot,Civic,2015,17516,Comprehensive,1714,750,Active
POL000416,CUST001095,07/07/2022,19/08/2022,Ford,Corolla,2011,18886,Comprehensive,927,250,Active
POL000417,CUST000480,28/04/2022,02/11/2022,Honda,C-Class,2015,25307,Third Party Fire Theft,1375,750,Expired
POL000418,CUST001043,05/06/2023,29/08/2024,Volkswagen,3 Series,2016,29843,Comprehensive,441,1000,Active
POL000419,CUST000084,20/02/2023,15/10/2024,Audi,Focus,2020,10912,Third Party Fire Theft,1787,750,Active
POL000420,CUST001179,06/02/2022,28/12/2022,Peugeot,Qashqai,2019,26514,Comprehensive,345,250,Expired
POL000421,CUST000565,26/10/2021,24/11/2022,Peugeot,Corolla,2012,26823,Third Party,2357,500,Expired
POL000422,CUST000619,03/11/2021,30/03/2022,Nissan,Golf,2020,33797,Third Party Fire Theft,963,750,Active
POL000423,CUST000357,27/08/2023,21/04/2022,Peugeot,Corolla,2021,11449,Comprehensive,872,1000,Active
POL000424,CUST000816,20/01/2021,16/01/2024,Audi,Civic,2017,6725,Comprehensive,2329,1000,Cancelled
POL000425,CUST000647,28/12/2021,07/08/2023,Volkswagen,Golf,2011,20870,Comprehensive,1853,1000,Active
POL000426,CUST000443,14/05/2023,06/03/2023,Mercedes,Corolla,2020,14304,Third Party Fire Theft,1921,500,Expired
POL000427,CUST001093,21/10/2023,09/06/2024,Mercedes,Corolla,2017,12522,Third Party Fire Theft,1212,1000,Expired
POL000428,CUST000523,03/10/2021,30/05/2023,Peugeot,Corsa,2022,18663,Comprehensive,939,250,Expired
POL000429,CUST000143,25/11/2023,16/11/2023,BMW,Qashqai,2020,9784,Third Party,1208,250,Expired
POL000430,CUST000192,30/12/2023,17/07/2024,Toyota,C-Class,2014,14472,Third Party,1168,1000,Active
POL000431,CUST000378,09/10/2022,30/03/2022,Nissan,C-Class,2011,33952,Third Party,1329,750,Active
POL000432,CUST000581,24/09/2023,02/08/2022,Audi,A4,2016,15055,Third Party Fire Theft,1152,1000,Active
POL000433,CUST000535,07/09/2022,18/04/2022,Vauxhall,Qashqai,2023,34508,Third Party Fire Theft,606,250,Active
POL000434,CUST001033,29/05/2022,27/12/2022,Volkswagen,Corolla,2011,17676,Third Party Fire Theft,2116,250,Active
POL000435,CUST000093,08/04/2021,20/11/2022,Nissan,Corsa,2023,30192,Third Party Fire Theft,694,250,Active
POL000436,CUST000529,27/03/2023,01/03/2022,Peugeot,3 Series,2015,29722,Comprehensive,1048,750,Expired
POL000437,CUST001178,22/07/2021,20/09/2024,Audi,Golf,2019,12446,Third Party,629,750,Active
POL000438,CUST000405,01/12/2021,20/11/2024,Volkswagen,208,2012,9725,Third Party Fire Theft,2397,750,Active
POL000439,CUST000840,03/05/2021,26/08/2022,Honda,Focus,2018,25061,Comprehensive,2331,250,Active
POL000440,CUST001173,18/03/2022,26/05/2022,Vauxhall,C-Class,2012,27671,Comprehensive,1072,500,Active
POL000441,CUST000889,05/06/2022,27/04/2023,BMW,Civic,2020,6409,Third Party Fire Theft,1945,1000,Active
POL000442,CUST000422,03/09/2023,29/06/2024,Toyota,3 Series,2021,13205,Comprehensive,2032,1000,Active
POL000443,CUST000472,17/07/2021,30/10/2023,Toyota,208,2021,21365,Third Party,677,250,Active
POL000444,CUST000893,11/07/2023,08/05/2024,Vauxhall,3 Series,2012,5256,Comprehensive,2087,750,Expired
POL000445,CUST000547,17/11/2022,12/02/2023,Vauxhall,Civic,2014,20704,Third Party Fire Theft,1923,500,Cancelled
POL000446,CUST000631,17/06/2022,30/10/2023,Ford,Civic,2016,34902,Third Party,1299,500,Cancelled
POL000447,CUST001038,10/01/2023,17/04/2023,Toyota,C-Class,2023,40758,Comprehensive,2148,750,Active
POL000448,CUST000778,08/01/2023,14/08/2022,BMW,3 Series,2017,6195,Comprehensive,1861,1000,Active
POL000449,CUST000364,12/06/2022,30/10/2023,Honda,A4,2021,39012,Third Party,1073,1000,Active
POL000450,CUST000119,06/12/2022,12/04/2023,Audi,A4,2020,16415,Third Party,1383,500,Active
POL000451,CUST000546,10/02/2021,20/07/2022,Honda,A4,2016,44534,Third Party,2103,500,Active
POL000452,CUST001193,24/04/2023,01/05/2023,Vauxhall,Focus,2018,26686,Comprehensive,1398,750,Active
POL000453,CUST000522,06/09/2021,24/04/2024,Volkswagen,Golf,2014,16662,Third Party,2350,1000,Expired
POL000454,CUST000634,21/12/2022,14/02/2023,Nissan,208,2019,33743,Third Party Fire Theft,1898,500,Active
POL000455,CUST000963,12/02/2022,09/02/2024,Toyota,Corsa,2020,37161,Third Party,1047,1000,Active
POL000456,CUST000958,24/12/2021,28/03/2023,Peugeot,3 Series,2012,48081,Comprehensive,1771,500,Active
POL000457,CUST000883,06/08/2022,31/05/2022,Nissan,Corolla,2015,7402,Comprehensive,2064,750,Active
POL000458,CUST000780,29/12/2022,22/08/2024,Nissan,Corolla,2014,18275,Comprehensive,1853,1000,Expired
POL000459,CUST000871,28/10/2022,19/09/2024,Toyota,3 Series,2021,33182,Third Party,1915,500,Active
POL000460,CUST000516,12/11/2023,22/04/2022,Mercedes,Focus,2013,19915,Comprehensive,1808,500,Active
POL000461,CUST000938,26/09/2023,11/06/2024,Peugeot,Corsa,2021,5909,Comprehensive,628,500,Active
POL000462,CUST000866,05/07/2023,24/10/2022,Honda,Golf,2011,5372,Comprehensive,1710,500,Active
POL000463,CUST000106,10/06/2021,19/03/2023,Toyota,Civic,2016,27620,Third Party Fire Theft,425,750,Active
POL000464,CUST001109,20/02/2023,20/07/2024,Honda,3 Series,2022,39112,Third Party Fire Theft,1066,1000,Cancelled
POL000465,CUST000214,10/08/2022,31/12/2022,Honda,Focus,2014,13515,Comprehensive,1873,1000,Cancelled
POL000466,CUST001145,08/08/2023,04/03/2024,Toyota,Corsa,2013,7431,Third Party,1527,250,Expired
POL000467,CUST001156,24/10/2021,04/02/2024,BMW,Qashqai,2021,26054,Comprehensive,1495,1000,Active
POL000468,CUST000850,10/12/2021,07/10/2022,BMW,Golf,2023,37624,Comprehensive,2058,250,Active
POL000469,CUST000197,22/11/2022,26/07/2024,Nissan,208,2017,15585,Comprehensive,516,500,Active
POL000470,CUST000019,14/05/2023,02/02/2023,BMW,Corolla,2018,36958,Comprehensive,1659,750,Expired
POL000471,CUST000642,09/04/2023,05/01/2024,Honda,3 Series,2018,6695,Comprehensive,1621,750,Expired
POL000472,CUST001036,27/05/2021,07/07/2023,Honda,Corolla,2012,39675,Third Party Fire Theft,1131,500,Expired
POL000473,CUST001105,12/06/2021,19/02/2023,BMW,A4,2012,38787,Third Party,481,250,Active
POL000474,CUST000330,28/11/2021,19/11/2023,Nissan,Focus,2014,49225,Third Party Fire Theft,633,500,Active
POL000475,CUST000866,05/12/2022,18/09/2022,Nissan,Corsa,2014,6403,Comprehensive,810,750,Active
POL000476,CUST000774,13/04/2022,07/03/2022,Vauxhall,A4,2019,22810,Third Party Fire Theft,682,750,Active
POL000477,CUST000392,05/10/2022,03/05/2022,Audi,Corolla,2011,13855,Third Party,2196,1000,Active
POL000478,CUST000637,11/10/2022,29/07/2023,Honda,Civic,2010,43636,Comprehensive,631,250,Active
POL000479,CUST000307,20/08/2022,07/10/2022,Honda,C-Class,2017,15839,Comprehensive,1488,1000,Expired
POL000480,CUST000895,02/07/2022,16/08/2022,Ford,208,2012,5010,Comprehensive,1565,750,Active
POL000481,CUST000652,21/03/2023,11/08/2024,BMW,3 Series,2010,44098,Comprehensive,1199,750,Active
POL000482,CUST000841,10/07/2022,28/07/2024,Nissan,Corolla,2010,14230,Comprehensive,941,1000,Active
POL000483,CUST001026,01/07/2023,06/05/2024,Volkswagen,Corsa,2020,45232,Comprehensive,1550,1000,Active
POL000484,CUST000520,14/01/2023,17/12/2022,Vauxhall,Civic,2011,40771,Comprehensive,933,750,Expired
POL000485,CUST000636,03/12/2023,05/12/2023,Peugeot,Corolla,2015,34256,Comprehensive,495,1000,Active
POL000486,CUST000740,12/07/2023,27/03/2023,Toyota,C-Class,2015,30651,Comprehensive,2193,1000,Active
POL000487,CUST000469,28/04/2023,28/08/2023,Vauxhall,Civic,2023,37383,Comprehensive,757,250,Expired
POL000488,CUST000212,09/12/2021,18/11/2022,Vauxhall,Golf,2012,44963,Comprehensive,1129,750,Active
